,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,High,High,High,High,High,High,High,High,High,High,High,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume
2000-02-26,16.768281936645508,106.0,,107.68000030517578,10367.2001953125,6.578999996185303,1409.1700439453125,4914.7900390625,1210.754150390625,6.370999813079834,19.209999084472656,27.4375,106.0,,107.68000030517578,10367.2001953125,6.578999996185303,1409.1700439453125,4914.7900390625,1211.3399658203125,6.370999813079834,19.209999084472656,27.5625,106.86000061035156,,110.62000274658203,10443.51953125,6.625,1410.8800048828125,4914.7900390625,1211.3399658203125,6.447999954223633,26.190000534057617,24.0,104.58999633789062,,106.54000091552734,9842.5703125,6.456999778747559,1325.0699462890625,4466.419921875,992.3800048828125,6.333000183105469,19.190000534057617,24.4375,105.27999877929688,,110.18000030517578,9854.66015625,6.480999946594238,1333.3599853515625,4575.06982421875,1032.02001953125,6.333000183105469,25.899999618530273,19735400.0,0.0,,0.0,1038340000.0,0.0,5853800000.0,10392860000.0,0.0,0.0,0.0
2000-03-04,13.063215255737305,105.70999908447266,,106.22000122070312,9928.8203125,6.5970001220703125,1395.0699462890625,5048.6201171875,1332.08544921875,6.38700008392334,21.239999771118164,21.375,105.70999908447266,,106.22000122070312,9928.8203125,6.5970001220703125,1395.0699462890625,5048.6201171875,1332.72998046875,6.38700008392334,21.239999771118164,27.5,106.61000061035156,,108.0999984741211,10383.9501953125,6.675000190734863,1413.4599609375,5132.52001953125,1347.93994140625,6.442999839782715,25.200000762939453,20.4375,105.22000122070312,,105.76000213623047,9731.8095703125,6.515999794006348,1346.6199951171875,4722.14013671875,1196.3699951171875,6.297999858856201,20.329999923706055,27.5,106.20999908447266,,107.68000030517578,10358.9599609375,6.61899995803833,1409.1700439453125,4935.64990234375,1211.3399658203125,6.40500020980835,20.3799991607666,48109200.0,0.0,,0.0,1058880000.0,0.0,5807900000.0,10191100000.0,0.0,0.0,0.0
2000-03-11,15.259511947631836,105.19999694824219,,106.66000366210938,10595.23046875,6.440000057220459,1464.469970703125,4798.1298828125,1254.2230224609375,6.188000202178955,22.3700008392334,24.96875,105.19999694824219,,106.66000366210938,10595.23046875,6.440000057220459,1464.469970703125,4798.1298828125,1254.8299560546875,6.188000202178955,22.3700008392334,27.0,105.88999938964844,,106.79000091552734,10763.3798828125,6.605999946594238,1477.3299560546875,5027.72998046875,1362.0999755859375,6.395999908447266,24.760000228881836,20.25,104.83999633789062,,104.55999755859375,9735.5400390625,6.4079999923706055,1356.989990234375,4455.10009765625,1137.8800048828125,6.175000190734863,20.489999771118164,20.25,105.76000213623047,,106.22000122070312,9911.2197265625,6.526000022888184,1395.0699462890625,4879.02978515625,1332.72998046875,6.328000068664551,23.030000686645508,35377400.0,0.0,,0.0,1078830000.0,0.0,6190300000.0,9384930000.0,0.0,0.0,0.0
2000-03-18,16.615489959716797,104.7699966430664,,106.98999786376953,11112.7197265625,6.489999771118164,1527.4599609375,4963.02978515625,1286.8773193359375,6.173999786376953,23.309999465942383,27.1875,104.7699966430664,,106.98999786376953,11112.7197265625,6.489999771118164,1527.4599609375,4963.02978515625,1287.5,6.173999786376953,23.309999465942383,28.0,106.33999633789062,,107.79000091552734,11234.650390625,6.521999835968018,1552.8699951171875,5078.85986328125,1330.949951171875,6.208000183105469,23.959999084472656,24.25,104.6500015258789,,106.19999694824219,10586.990234375,6.289999961853027,1446.06005859375,4467.52978515625,1131.3599853515625,6.01200008392334,21.100000381469727,24.96875,105.31999969482422,,106.6500015258789,10594.75,6.4720001220703125,1464.469970703125,4812.14013671875,1254.8299560546875,6.203999996185303,22.309999465942383,23456200.0,0.0,,0.0,1027360000.0,0.0,5192200000.0,8465810000.0,0.0,0.0,0.0
2000-03-25,17.226627349853516,105.44000244140625,,102.95999908447266,10921.919921875,6.331999778747559,1498.5799560546875,4572.830078125,1181.318359375,6.0229997634887695,24.110000610351562,28.1875,105.44000244140625,,102.95999908447266,10921.919921875,6.331999778747559,1498.5799560546875,4572.830078125,1181.8900146484375,6.0229997634887695,24.110000610351562,29.1875,106.5199966430664,,107.1500015258789,11170.8203125,6.563000202178955,1534.6300048828125,5022.22998046875,1320.68994140625,6.25,25.8700008392334,26.6875,104.4800033569336,,102.01000213623047,10910.75,6.283999919891357,1474.6300048828125,4355.68994140625,1114.969970703125,5.936999797821045,23.440000534057617,27.5,104.66999816894531,,106.98999786376953,11093.25,6.546999931335449,1527.4599609375,4994.419921875,1287.5,6.224999904632568,24.350000381469727,22067000.0,0.0,,0.0,955810000.0,0.0,5342800000.0,8652700000.0,0.0,0.0,0.0
2000-04-01,18.124252319335938,105.97000122070312,,105.44999694824219,11111.48046875,6.182000160217285,1516.3499755859375,4446.4501953125,1222.678466796875,5.848999977111816,24.389999389648438,29.65625,105.97000122070312,,105.44999694824219,11111.48046875,6.182000160217285,1516.3499755859375,4446.4501953125,1223.27001953125,5.848999977111816,24.389999389648438,30.875,106.18000030517578,,105.75,11418.240234375,6.331999778747559,1526.449951171875,4572.83984375,1223.31005859375,6.0269999504089355,31.15999984741211,28.21875,104.2300033569336,,102.38999938964844,10717.7802734375,5.952000141143799,1416.4100341796875,3649.110107421875,965.4600219726562,5.715000152587891,23.25,28.3125,105.61000061035156,,102.94000244140625,10863.2802734375,6.300000190734863,1498.5799560546875,4494.89013671875,1181.8900146484375,6.001999855041504,24.989999771118164,18546600.0,0.0,,0.0,1106860000.0,0.0,5547060000.0,9886600000.0,0.0,0.0,0.0
2000-04-08,17.035648345947266,105.75,,104.76000213623047,10305.76953125,6.166999816894531,1356.56005859375,3321.2900390625,891.728515625,5.885000228881836,33.4900016784668,27.875,105.75,,104.76000213623047,10305.76953125,6.166999816894531,1356.56005859375,3321.2900390625,892.1599731445312,5.885000228881836,33.4900016784668,32.625,106.41999816894531,,107.13999938964844,11425.4501953125,6.3429999351501465,1527.18994140625,4475.2001953125,1240.9200439453125,6.03000020980835,33.790000915527344,27.21875,105.4800033569336,,104.69999694824219,10201.5302734375,5.992000102996826,1339.4000244140625,3265.97998046875,873.8900146484375,5.705999851226807,24.969999313354492,29.0,106.08000183105469,,105.37000274658203,11114.8896484375,6.173999786376953,1516.3499755859375,4475.2001953125,1223.27001953125,5.836999893188477,25.440000534057617,26399600.0,0.0,,0.0,1023800000.0,0.0,5312700000.0,9553900000.0,0.0,0.0,0.0
2000-04-15,17.455820083618164,107.44999694824219,,105.80000305175781,10844.0498046875,6.23199987411499,1434.5400390625,3643.8798828125,1023.78466796875,5.98799991607666,25.850000381469727,28.5625,107.44999694824219,,105.80000305175781,10844.0498046875,6.23199987411499,1434.5400390625,3643.8798828125,1024.280029296875,5.98799991607666,25.850000381469727,28.8125,107.55000305175781,,105.87999725341797,10845.2900390625,6.296000003814697,1447.68994140625,3851.56005859375,1065.8800048828125,6.079999923706055,34.310001373291016,26.40625,104.95999908447266,,103.18000030517578,10232.5498046875,6.119999885559082,1346.5,3227.0400390625,876.0900268554688,5.863999843597412,25.770000457763672,27.5,105.30000305175781,,104.7699966430664,10303.2900390625,6.176000118255615,1356.56005859375,3232.93994140625,892.030029296875,5.896999835968018,33.70000076293945,22650600.0,0.0,,0.0,818150000.0,0.0,4211700000.0,7818550000.0,0.0,0.0,0.0
2000-04-22,17.455820083618164,110.13999938964844,,108.1500015258789,10733.91015625,6.552000045776367,1452.4300537109375,3860.659912109375,1171.0733642578125,6.214000225067139,26.200000762939453,28.5625,110.13999938964844,,108.1500015258789,10733.91015625,6.552000045776367,1452.4300537109375,3860.659912109375,1171.6400146484375,6.214000225067139,26.200000762939453,30.0,110.31999969482422,,108.30999755859375,11141.8798828125,6.577000141143799,1482.93994140625,3873.85009765625,1190.510009765625,6.290999889373779,29.5,27.4375,106.77999877929688,,104.69000244140625,10695.4404296875,6.177000045776367,1407.1300048828125,3345.25,961.5900268554688,5.941999912261963,25.200000762939453,28.46875,107.08000183105469,,105.80000305175781,10822.330078125,6.209000110626221,1434.5400390625,3466.68994140625,1024.280029296875,5.961999893188477,27.790000915527344,21099000.0,0.0,,0.0,1100940000.0,0.0,5035000000.0,7888920000.0,0.0,0.0,0.0
2000-04-29,17.504228591918945,111.30999755859375,,108.58000183105469,10577.8603515625,6.769999980926514,1432.6300048828125,3816.820068359375,1104.5955810546875,6.506999969482422,27.530000686645508,28.5625,111.30999755859375,,108.58000183105469,10577.8603515625,6.769999980926514,1432.6300048828125,3816.820068359375,1105.1300048828125,6.506999969482422,27.530000686645508,29.03125,112.2300033569336,,109.62000274658203,10926.259765625,6.769999980926514,1481.510009765625,3982.3798828125,1206.6300048828125,6.515999794006348,32.88999938964844,27.46875,109.51000213623047,,107.20999908447266,10375.8095703125,6.544000148773193,1398.3599853515625,3592.7900390625,1027.97998046875,6.214000225067139,25.260000228881836,28.0,109.9000015258789,,108.11000061035156,10749.419921875,6.560999870300293,1452.4300537109375,3930.179931640625,1171.6400146484375,6.2270002365112305,26.06999969482422,11624600.0,0.0,,0.0,890320000.0,0.0,4700700000.0,6903840000.0,0.0,0.0,0.0
2000-05-06,18.03089141845703,109.9000015258789,,108.31999969482422,10609.3701171875,6.75,1420.9599609375,3529.06005859375,981.675048828125,6.498000144958496,26.049999237060547,29.421875,109.9000015258789,,108.31999969482422,10609.3701171875,6.75,1420.9599609375,3529.06005859375,982.1500244140625,6.498000144958496,26.049999237060547,30.375,111.86000061035156,,110.02999877929688,10684.849609375,6.829999923706055,1432.6300048828125,3765.219970703125,1105.1300048828125,6.564000129699707,30.600000381469727,28.46875,109.80000305175781,,107.66000366210938,10292.099609375,6.609000205993652,1375.1400146484375,3367.06005859375,904.719970703125,6.368000030517578,25.610000610351562,28.75,111.30999755859375,,108.51000213623047,10571.3095703125,6.745999813079834,1432.6300048828125,3758.4599609375,1105.1300048828125,6.480999946594238,28.799999237060547,15493800.0,0.0,,0.0,859960000.0,0.0,4502400000.0,6767870000.0,0.0,0.0,0.0
2000-05-13,17.446773529052734,111.47000122070312,,106.91000366210938,10626.849609375,6.71999979019165,1406.949951171875,3390.39990234375,949.7803955078125,6.511000156402588,25.440000534057617,28.46875,111.47000122070312,,106.91000366210938,10626.849609375,6.71999979019165,1406.949951171875,3390.39990234375,950.239990234375,6.511000156402588,25.440000534057617,29.875,112.86000061035156,,110.0199966430664,10971.240234375,6.795000076293945,1470.4000244140625,3729.1201171875,1055.8800048828125,6.564000129699707,26.700000762939453,28.21875,109.80999755859375,,106.33999633789062,10570.650390625,6.644999980926514,1401.739990234375,3381.72998046875,942.0999755859375,6.38100004196167,23.290000915527344,29.375,109.91000366210938,,108.30999755859375,10606.9697265625,6.756999969482422,1420.9599609375,3533.2099609375,982.1500244140625,6.498000144958496,26.469999313354492,10652600.0,0.0,,0.0,856790000.0,0.0,4292200000.0,6504000000.0,0.0,0.0,0.0
2000-05-20,17.082901000976562,109.12000274658203,,107.11000061035156,10299.240234375,6.570000171661377,1378.02001953125,3205.110107421875,909.2200317382812,6.320000171661377,24.469999313354492,27.875,109.12000274658203,,107.11000061035156,10299.240234375,6.570000171661377,1378.02001953125,3205.110107421875,909.6599731445312,6.320000171661377,24.469999313354492,28.8125,111.97000122070312,,107.94999694824219,10664.5400390625,6.756999969482422,1411.6500244140625,3390.949951171875,961.3499755859375,6.49399995803833,27.899999618530273,27.625,109.0,,106.30999755859375,10258.8095703125,6.554999828338623,1361.0899658203125,3042.659912109375,821.5800170898438,6.307000160217285,23.850000381469727,28.5,111.4800033569336,,106.9000015258789,10624.7900390625,6.690000057220459,1406.949951171875,3390.949951171875,950.239990234375,6.47599983215332,26.25,13360200.0,0.0,,0.0,881580000.0,0.0,4598300000.0,7665180000.0,0.0,0.0,0.0
2000-05-27,16.699878692626953,108.12000274658203,,107.94999694824219,10794.759765625,6.368000030517578,1477.260009765625,3813.3798828125,1157.1900634765625,6.1479997634887695,21.479999542236328,27.25,108.12000274658203,,107.94999694824219,10794.759765625,6.368000030517578,1477.260009765625,3813.3798828125,1157.75,6.1479997634887695,21.479999542236328,28.125,109.5199966430664,,109.0,10846.080078125,6.613999843597412,1483.22998046875,3814.5,1158.9300537109375,6.375999927520752,24.780000686645508,25.78125,107.4000015258789,,106.01000213623047,10302.3095703125,6.190999984741211,1378.02001953125,3286.5400390625,909.6599731445312,5.966000080108643,21.299999237060547,28.0625,109.02999877929688,,107.08999633789062,10302.3095703125,6.5920000076293945,1378.02001953125,3286.5400390625,909.6599731445312,6.341000080108643,24.59000015258789,17812600.0,0.0,,0.0,713220000.0,0.0,3927200000.0,6474540000.0,0.0,0.0,0.0
2000-06-03,17.42762565612793,106.98999786376953,,106.8499984741211,10614.0595703125,6.35099983215332,1456.949951171875,3874.840087890625,1168.2646484375,6.11299991607666,22.139999389648438,28.4375,106.98999786376953,,106.8499984741211,10614.0595703125,6.35099983215332,1456.949951171875,3874.840087890625,1168.8299560546875,6.11299991607666,22.139999389648438,29.0625,108.04000091552734,,108.2699966430664,10863.0,6.410999774932861,1477.280029296875,3893.669921875,1180.7900390625,6.185999870300293,23.530000686645508,26.0,105.55999755859375,,104.98999786376953,10588.2900390625,6.322999954223633,1454.739990234375,3725.8701171875,1092.6199951171875,6.078999996185303,21.989999771118164,27.3125,107.80999755859375,,108.08999633789062,10793.1103515625,6.34499979019165,1477.260009765625,3773.239990234375,1157.75,6.113999843597412,23.059999465942383,14434200.0,0.0,,0.0,787950000.0,0.0,4283600000.0,7158210000.0,0.0,0.0,0.0
2000-06-10,17.734045028686523,105.95999908447266,,106.3499984741211,10449.2998046875,6.171999931335449,1464.4599609375,3860.56005859375,1157.7398681640625,5.968999862670898,20.5,28.9375,105.95999908447266,,106.3499984741211,10449.2998046875,6.171999931335449,1464.4599609375,3860.56005859375,1158.300048828125,5.968999862670898,20.5,29.40625,107.37000274658203,,107.1500015258789,10763.7001953125,6.359000205993652,1483.6199951171875,3892.050048828125,1180.27001953125,6.125999927520752,23.389999389648438,27.375,105.91999816894531,,105.83000183105469,10449.2998046875,6.150000095367432,1442.3800048828125,3695.35009765625,1087.9000244140625,5.947999954223633,20.299999237060547,28.5,107.05999755859375,,106.8499984741211,10615.1201171875,6.359000205993652,1456.949951171875,3892.050048828125,1168.8299560546875,6.122000217437744,22.219999313354492,16423000.0,0.0,,0.0,867580000.0,0.0,4901900000.0,7007910000.0,0.0,0.0,0.0
2000-06-17,17.025453567504883,108.01000213623047,,104.61000061035156,10404.75,6.36299991607666,1441.47998046875,3845.340087890625,1216.6912841796875,6.177000045776367,22.34000015258789,27.78125,108.01000213623047,,104.61000061035156,10404.75,6.36299991607666,1441.47998046875,3845.340087890625,1217.280029296875,6.177000045776367,22.34000015258789,29.125,108.19999694824219,,106.48999786376953,10597.4404296875,6.36299991607666,1488.9300537109375,4073.72998046875,1280.8399658203125,6.184999942779541,22.81999969482422,27.5,105.58999633789062,,103.88999938964844,10335.4599609375,6.178999900817871,1438.31005859375,3818.64990234375,1154.8399658203125,5.968999862670898,20.34000015258789,28.875,106.0,,106.36000061035156,10448.400390625,6.201000213623047,1464.4599609375,3818.64990234375,1158.8900146484375,5.98199987411499,21.15999984741211,12726200.0,0.0,,0.0,884540000.0,0.0,4833100000.0,7632320000.0,0.0,0.0,0.0
2000-06-24,18.346887588500977,106.83999633789062,,106.01000213623047,10447.8896484375,6.175000190734863,1454.5999755859375,3966.110107421875,1139.9783935546875,6.01800012588501,19.540000915527344,29.9375,106.83999633789062,,106.01000213623047,10447.8896484375,6.175000190734863,1454.5999755859375,3966.110107421875,1140.530029296875,6.01800012588501,19.540000915527344,29.9921875,108.63999938964844,,106.37000274658203,10620.419921875,6.36299991607666,1467.6300048828125,3974.47998046875,1233.1400146484375,6.181000232696533,25.010000228881836,27.75,106.37000274658203,,104.2300033569336,10336.16015625,6.168000221252441,1434.6300048828125,3838.85009765625,1117.75,5.997000217437744,19.389999389648438,27.8125,108.05999755859375,,104.61000061035156,10403.6904296875,6.36299991607666,1441.47998046875,3884.64990234375,1217.280029296875,6.181000232696533,24.850000381469727,16672800.0,0.0,,0.0,898630000.0,0.0,5597200000.0,8070490000.0,0.0,0.0,0.0
2000-07-01,17.52337646484375,107.6500015258789,,107.87999725341797,10635.98046875,6.091000080108643,1478.9000244140625,4023.199951171875,1159.85888671875,5.997000217437744,19.219999313354492,28.59375,107.6500015258789,,107.87999725341797,10635.98046875,6.091000080108643,1478.9000244140625,4023.199951171875,1160.4200439453125,5.997000217437744,19.219999313354492,30.125,107.69000244140625,,107.94000244140625,10658.25,6.204999923706055,1484.1199951171875,4054.050048828125,1181.5400390625,6.057000160217285,21.649999618530273,28.4375,106.69999694824219,,105.25,10393.08984375,6.046999931335449,1439.56005859375,3820.340087890625,1065.550048828125,5.925000190734863,19.170000076293945,29.8125,106.81999969482422,,106.04000091552734,10450.3603515625,6.190000057220459,1454.5999755859375,3950.590087890625,1140.530029296875,6.034999847412109,20.510000228881836,11911800.0,0.0,,0.0,535120000.0,0.0,3350200000.0,4912370000.0,0.0,0.0,0.0
2000-07-08,16.62326431274414,108.44999694824219,,107.80999755859375,10812.75,6.23799991607666,1509.97998046875,4246.18017578125,1238.520751953125,6.093999862670898,19.31999969482422,27.125,108.44999694824219,,107.80999755859375,10812.75,6.23799991607666,1509.97998046875,4246.18017578125,1239.1199951171875,6.093999862670898,19.31999969482422,28.9375,108.93000030517578,,108.45999908447266,10834.3203125,6.23799991607666,1509.989990234375,4252.22021484375,1239.1800537109375,6.093999862670898,20.6299991607666,25.5,106.77999877929688,,106.54000091552734,10604.8603515625,6.111000061035156,1470.47998046875,3936.75,1111.25,5.9710001945495605,19.209999084472656,28.625,107.52999877929688,,107.87999725341797,10627.1396484375,6.11299991607666,1478.9000244140625,3993.6201171875,1160.4200439453125,6.021999835968018,20.200000762939453,35052600.0,0.0,,0.0,787030000.0,0.0,4807800000.0,8446600000.0,0.0,0.0,0.0
2000-07-15,17.351022720336914,108.41999816894531,,108.97000122070312,10733.5595703125,6.13100004196167,1480.18994140625,4094.449951171875,1081.9864501953125,6.0,18.940000534057617,28.3125,108.41999816894531,,108.97000122070312,10733.5595703125,6.13100004196167,1480.18994140625,4094.449951171875,1082.510009765625,6.0,18.940000534057617,28.625,109.91999816894531,,109.18000030517578,10874.6298828125,6.313000202178955,1517.3199462890625,4289.06005859375,1269.6400146484375,6.179999828338623,20.1299991607666,26.34375,108.29000091552734,,107.2699966430664,10685.48046875,6.093999862670898,1477.9100341796875,4047.429931640625,1081.739990234375,5.956999778747559,18.770000457763672,26.6875,108.31999969482422,,107.80000305175781,10812.400390625,6.23799991607666,1509.97998046875,4243.5498046875,1239.1199951171875,6.090000152587891,20.020000457763672,21038000.0,0.0,,0.0,896630000.0,0.0,4756600000.0,7797600000.0,0.0,0.0,0.0
